"","unique_ID","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","Url"
"477","Alberto Paleari_2021",2021,"Genoa","Serie A","Alberto Paleari","ITA","GK","27",1992,2.3,3,0,0,0,0,2.9,0.25,-0.1,-0.04,7,30,23.3,59,11,39,34.6,19,36.8,35.7,33,1,3,2,0.87,11.1,"https://fbref.com/en/players/94a3606c/Alberto-Paleari"
"478","Mattia Perin_2021",2021,"Genoa","Serie A","Mattia Perin","ITA","GK","27",1992,32,44,7,0,5,2,47.5,0.27,5.5,0.17,187,554,33.8,882,140,47.4,37.1,275,49.5,38.4,540,19,3.5,18,0.56,12.6,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
"479","David Soria_2021",2021,"Getafe","La Liga","David Soria","ESP","GK","27",1993,28,31,6,0,3,3,28.7,0.27,0.7,0.03,291,730,39.9,660,15,85.3,51.7,195,85.6,55.6,317,12,3.8,46,1.64,18.5,"https://fbref.com/en/players/8f8c6934/David-Soria"
"480","Rubén Yáñez_2021",2021,"Getafe","La Liga","Rubén Yáñez","ESP","GK","26",1993,10,12,1,0,0,0,11,0.33,-1,-0.1,79,183,43.2,203,33,63.1,43.4,68,80.9,54.8,127,5,3.9,4,0.4,12.3,"https://fbref.com/en/players/039ae103/Ruben-Yanez"
"481","Ángel_2021",2021,"Granada","La Liga","Ángel","ESP","GK","18",2002,1,2,1,0,1,0,3.1,0.13,1.1,1.15,9,24,37.5,14,0,71.4,43.7,17,82.4,54.8,20,0,0,0,0,7.7,"https://fbref.com/en/players/b1e5bbec/Angel"
"482","Aarón Escandell_2021",2021,"Granada","La Liga","Aarón Escandell","ESP","GK","24",1995,5,8,0,0,0,0,10.2,0.44,2.2,0.44,37,111,33.3,125,13,67.2,46.5,33,81.8,60.5,65,2,3.1,11,2.2,18,"https://fbref.com/en/players/67669ce7/Aaron-Escandell"
"483","Rui Silva_2021",2021,"Granada","La Liga","Rui Silva","POR","GK","26",1994,32,55,5,2,3,1,48.6,0.29,-5.4,-0.17,264,713,37,806,66,61.7,43.9,265,81.5,55.7,461,10,2.2,51,1.59,18.8,"https://fbref.com/en/players/ea83bfa6/Rui-Silva"
"484","Alessandro Berardi_2021",2021,"Hellas Verona","Serie A","Alessandro Berardi","ITA","GK","29",1991,0.3,0,0,0,0,0,0,0.02,0,0.06,5,9,55.6,7,0,71.4,43,4,100,66.5,6,0,0,0,0,9,"https://fbref.com/en/players/ec1f737d/Alessandro-Berardi"
"485","Ivor Pandur_2021",2021,"Hellas Verona","Serie A","Ivor Pandur","CRO","GK","20",2000,3.7,6,0,0,1,0,4.8,0.37,-1.2,-0.33,16,56,28.6,79,9,45.6,34.1,22,90.9,61.2,37,3,8.1,5,1.36,16.8,"https://fbref.com/en/players/457cb02f/Ivor-Pandur"
"486","Marco Silvestri_2021",2021,"Hellas Verona","Serie A","Marco Silvestri","ITA","GK","29",1991,34,42,6,1,6,2,36.6,0.24,-3.4,-0.1,191,679,28.1,694,77,63.5,43.1,266,89.5,58,444,9,2,20,0.61,12.4,"https://fbref.com/en/players/0d422df7/Marco-Silvestri"
"487","Rune Jarstein_2021",2021,"Hertha BSC","Bundesliga","Rune Jarstein","NOR","GK","35",1984,8,13,1,0,2,1,8,0.18,-4,-0.5,55,141,39,209,27,46.4,38.7,73,60.3,45.8,124,2,1.6,3,0.38,12,"https://fbref.com/en/players/27d2618c/Rune-Jarstein"
"488","Alexander Schwolow_2021",2021,"Hertha BSC","Bundesliga","Alexander Schwolow","GER","GK","28",1992,26,39,6,1,2,0,38.9,0.31,-0.1,0,126,288,43.8,696,128,25.3,31.2,220,50.9,42.9,373,10,2.7,19,0.73,14.5,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow"
"489","Oliver Baumann_2021",2021,"Hoffenheim","Bundesliga","Oliver Baumann","GER","GK","30",1990,31,51,6,0,4,2,49.4,0.32,0.4,0.01,134,407,32.9,1143,176,29.2,29.9,204,35.8,32,417,14,3.4,53,1.71,18.3,"https://fbref.com/en/players/47064058/Oliver-Baumann"
"490","Philipp Pentke_2021",2021,"Hoffenheim","Bundesliga","Philipp Pentke","GER","GK","35",1985,3,3,0,1,0,0,4.1,0.36,1.1,0.36,9,20,45,89,19,21.3,26.5,20,5,22.8,26,0,0,3,1,22,"https://fbref.com/en/players/c41f7379/Philipp-Pentke"
"491","Álvaro Fernández_2021",2021,"Huesca","La Liga","Álvaro Fernández","ESP","GK","22",1998,22,32,2,0,7,1,30.1,0.3,-0.9,-0.04,108,276,39.1,635,114,33.4,34.1,173,37,37.2,281,12,4.3,23,1.05,15.4,"https://fbref.com/en/players/f127d782/Alvaro-Fernandez"
"492","Andrés Fernández_2021",2021,"Huesca","La Liga","Andrés Fernández","ESP","GK","33",1986,16,21,3,1,3,1,18.2,0.28,-1.8,-0.12,80,232,34.5,447,73,38.7,34.2,120,49.2,40.5,258,4,1.6,11,0.69,13.4,"https://fbref.com/en/players/307fcd26/Andres-Fernandez"
"493","Samir Handanović_2021",2021,"Inter","Serie A","Samir Handanović","SVN","GK","36",1984,36,33,4,1,3,1,31.6,0.24,-0.4,-0.01,91,200,45.5,911,159,17,26.7,167,26.9,30.8,441,13,2.9,22,0.61,14.9,"https://fbref.com/en/players/74419746/Samir-Handanovic"
"494","Daniele Padelli_2021",2021,"Inter","Serie A","Daniele Padelli","ITA","GK","34",1985,0.5,1,1,0,0,0,1.3,0.13,0.3,0.5,0,0,NA,9,1,0,17.9,4,0,14.5,5,0,0,1,2,20,"https://fbref.com/en/players/cf1c23d8/Daniele-Padelli"
"495","Ionuț Radu_2021",2021,"Inter","Serie A","Ionuț Radu","ROU","GK","23",1997,1.5,1,0,0,0,0,0.4,0.07,-0.6,-0.38,0,2,0,47,12,4.3,21.1,9,0,13.9,28,0,0,3,2,13.9,"https://fbref.com/en/players/67f649be/Ionut-Radu"
"496","Gianluigi Buffon_2021",2021,"Juventus","Serie A","Gianluigi Buffon","ITA","GK","42",1978,8,5,2,1,0,0,5.5,0.13,0.5,0.07,25,62,40.3,245,45,20.4,27.4,61,19.7,25,122,1,0.8,9,1.13,15.2,"https://fbref.com/en/players/e40d028b/Gianluigi-Buffon"
"497","Carlo Pinsoglio_2021",2021,"Juventus","Serie A","Carlo Pinsoglio","ITA","GK","30",1990,0.3,1,0,0,0,0,1,0.51,0,0.07,0,0,NA,9,0,0,20.9,2,0,14,2,0,0,1,3.91,28,"https://fbref.com/en/players/f6a06749/Carlo-Pinsoglio"
"498","Wojciech Szczęsny_2021",2021,"Juventus","Serie A","Wojciech Szczęsny","POL","GK","30",1990,29.7,32,4,0,4,2,29.8,0.25,-0.2,-0.01,76,149,51,836,132,15.6,26.5,179,10.6,22,399,12,3,37,1.24,16.2,"https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny"
"499","Timo Horn_2021",2021,"Köln","Bundesliga","Timo Horn","GER","GK","27",1993,33.4,59,7,1,5,0,53.7,0.3,-5.3,-0.16,234,530,44.2,1110,120,39.4,35.5,221,42.1,37.1,469,14,3,30,0.9,15.2,"https://fbref.com/en/players/3cd9e95a/Timo-Horn"
"500","Ron-Robert Zieler_2021",2021,"Köln","Bundesliga","Ron-Robert Zieler","GER","GK","31",1989,0.6,1,1,0,0,0,1.2,0.07,0.2,0.31,6,11,54.5,17,4,35.3,33.5,6,83.3,49.7,15,1,6.7,0,0,13,"https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler"
"501","Pepe Reina_2021",2021,"Lazio","Serie A","Pepe Reina","ESP","GK","37",1982,29,41,8,0,6,2,37.4,0.26,-1.6,-0.05,131,295,44.4,983,125,26.8,30.8,145,22.1,25.5,372,9,2.4,17,0.59,13.8,"https://fbref.com/en/players/e358587b/Pepe-Reina"
"502","Thomas Strakosha_2021",2021,"Lazio","Serie A","Thomas Strakosha","ALB","GK","25",1995,9,14,2,0,1,0,12.8,0.29,-1.2,-0.14,50,90,55.6,287,49,29.6,29.3,57,8.8,23.6,119,4,3.4,5,0.56,14.2,"https://fbref.com/en/players/339fe0e8/Thomas-Strakosha"
"503","Kiko Casilla_2021",2021,"Leeds United","Premier League","Kiko Casilla","ESP","GK","33",1986,3,2,0,0,0,0,3.2,0.32,1.2,0.41,5,14,35.7,67,20,10.4,23.2,31,22.6,24.7,30,4,13.3,1,0.33,10.8,"https://fbref.com/en/players/58bc7d18/Kiko-Casilla"
"504","Illan Meslier_2021",2021,"Leeds United","Premier League","Illan Meslier","FRA","GK","20",2000,35,52,8,1,11,2,46.6,0.21,-3.4,-0.1,100,305,32.8,1099,286,19.7,27.4,267,33.3,29.4,447,24,5.4,19,0.54,11.9,"https://fbref.com/en/players/6b625ac2/Illan-Meslier"
"505","Kasper Schmeichel_2021",2021,"Leicester City","Premier League","Kasper Schmeichel","DEN","GK","33",1986,38,50,4,0,9,2,42.2,0.29,-5.8,-0.15,159,425,37.4,1038,181,32.1,33.2,210,43.8,37.9,484,20,4.1,19,0.5,13.6,"https://fbref.com/en/players/53af52f3/Kasper-Schmeichel"
"506","Wuilker Faríñez_2021",2021,"Lens","Ligue 1","Wuilker Faríñez","VEN","GK","22",1998,1.2,3,1,0,1,0,3.5,0.36,0.5,0.41,3,13,23.1,19,6,52.6,39.4,9,33.3,29.6,14,0,0,3,2.52,21.8,"https://fbref.com/en/players/2c127b6f/Wuilker-Farinez"
"507","Jean-Louis Leca_2021",2021,"Lens","Ligue 1","Jean-Louis Leca","FRA","GK","34",1985,36.8,51,10,0,5,3,42.6,0.25,-5.4,-0.15,186,494,37.7,764,141,48.7,37.5,257,47.5,39,480,17,3.5,29,0.79,14.3,"https://fbref.com/en/players/edbe46dc/Jean-Louis-Leca"
"508","Cárdenas_2021",2021,"Levante","La Liga","Cárdenas","ESP","GK","23",1997,8,11,0,0,0,0,11.2,0.29,0.2,0.03,33,89,37.1,203,41,33,32.2,59,37.3,34.2,125,2,1.6,16,2,18.2,"https://fbref.com/en/players/e1846dde/Cardenas"
"509","Aitor Fernández_2021",2021,"Levante","La Liga","Aitor Fernández","ESP","GK","29",1991,29,44,3,1,6,2,36.6,0.29,-5.4,-0.19,100,281,35.6,721,153,31.8,32.8,206,25.2,28.1,396,6,1.5,54,1.86,17.7,"https://fbref.com/en/players/a01c3d54/Aitor-Fernandez"
"510","Koke Vegas_2021",2021,"Levante","La Liga","Koke Vegas","ESP","GK","24",1995,1,2,0,0,0,0,2.2,0.55,0.2,0.19,3,12,25,19,3,47.4,37.2,10,30,32,12,0,0,1,1,12.3,"https://fbref.com/en/players/bfb15d99/Koke-Vegas"
"511","Lennart Grill_2021",2021,"Leverkusen","Bundesliga","Lennart Grill","GER","GK","21",1999,4,7,0,0,0,0,7.9,0.38,0.9,0.24,8,23,34.8,136,26,15.4,24.6,25,8,22.6,39,1,2.6,7,1.75,17.4,"https://fbref.com/en/players/37998008/Lennart-Grill"
"512","Lukáš Hrádecký_2021",2021,"Leverkusen","Bundesliga","Lukáš Hrádecký","FIN","GK","30",1989,28.5,29,1,1,0,2,26.6,0.31,-0.4,-0.01,149,419,35.6,1208,179,29.7,31.5,180,33.3,32.8,322,20,6.2,58,2.04,18.2,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky"
"513","Niklas Lomb_2021",2021,"Leverkusen","Bundesliga","Niklas Lomb","GER","GK","27",1993,1.5,3,0,0,0,0,3.3,0.42,0.3,0.23,5,12,41.7,53,14,17,28,7,42.9,38.7,17,0,0,2,1.33,18,"https://fbref.com/en/players/9321b8ed/Niklas-Lomb"
"514","Mike Maignan_2021",2021,"Lille","Ligue 1","Mike Maignan","FRA","GK","25",1995,38,23,1,0,7,2,28.8,0.25,7.8,0.21,123,393,31.3,826,194,30.3,31.6,240,59.6,48.7,490,27,5.5,44,1.16,17.2,"https://fbref.com/en/players/fcb38f57/Mike-Maignan"
"515","Adrián_2021",2021,"Liverpool","Premier League","Adrián","ESP","GK","33",1987,3,9,0,0,2,0,6.8,0.38,-2.2,-0.72,11,28,39.3,77,19,31.2,31.3,22,18.2,21.1,35,0,0,6,2,17,"https://fbref.com/en/players/f76e6b4e/Adrian"
"516","Alisson_2021",2021,"Liverpool","Premier League","Alisson","BRA","GK","27",1992,33,32,4,1,4,0,35,0.27,3,0.09,74,194,38.1,980,165,14.9,25.7,173,27.7,30.4,341,20,5.9,87,2.64,18.6,"https://fbref.com/en/players/7a2e46a8/Alisson"
"517","Caoimhín Kelleher_2021",2021,"Liverpool","Premier League","Caoimhín Kelleher","IRL","GK","21",1998,2,1,0,0,0,0,2.1,0.3,1.1,0.55,2,15,13.3,50,12,22,28.5,14,28.6,30.4,27,1,3.7,2,1,16.3,"https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher"
"518","Matthieu Dreyer_2021",2021,"Lorient","Ligue 1","Matthieu Dreyer","FRA","GK","31",1989,15,25,6,1,3,1,20.6,0.28,-3.4,-0.22,71,188,37.8,249,44,45.4,37.1,108,69.4,46.1,204,1,0.5,6,0.4,12.1,"https://fbref.com/en/players/fbf83734/Matthieu-Dreyer"
"519","Paul Nardi_2021",2021,"Lorient","Ligue 1","Paul Nardi","FRA","GK","26",1994,23,43,4,0,3,0,33.6,0.27,-9.4,-0.41,92,320,28.8,435,109,42.1,36.7,197,69.5,51.4,288,10,3.5,17,0.74,15.1,"https://fbref.com/en/players/2d70dbe5/Paul-Nardi"
"520","Anthony Lopes_2021",2021,"Lyon","Ligue 1","Anthony Lopes","POR","GK","29",1990,38,43,5,2,4,2,36.3,0.23,-4.7,-0.12,150,338,44.4,934,186,25.9,30.3,249,38.6,35.6,499,10,2,60,1.58,18.3,"https://fbref.com/en/players/f00de885/Anthony-Lopes"
"521","Tobias Sippel_2021",2021,"M'Gladbach","Bundesliga","Tobias Sippel","GER","GK","32",1988,3.8,6,0,0,1,0,4.8,0.26,-1.2,-0.32,25,75,33.3,98,10,41.8,37.4,46,73.9,55,71,1,1.4,5,1.31,15.8,"https://fbref.com/en/players/0d8a37c2/Tobias-Sippel"
"522","Yann Sommer_2021",2021,"M'Gladbach","Bundesliga","Yann Sommer","SUI","GK","31",1988,30.1,50,6,0,5,0,40.2,0.26,-9.8,-0.33,120,298,40.3,1026,123,23.7,28.7,212,25.9,28.6,397,7,1.8,30,1,16.5,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
"523","Finn Dahmen_2021",2021,"Mainz 05","Bundesliga","Finn Dahmen","GER","GK","22",1998,3,10,1,0,1,0,8.6,0.38,-1.4,-0.47,4,19,21.1,59,16,27.1,29.6,27,11.1,23.7,49,3,6.1,4,1.33,11.9,"https://fbref.com/en/players/dee3013b/Finn-Dahmen"
"524","Robin Zentner_2021",2021,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","25",1994,31,46,5,1,3,1,40.9,0.26,-4.1,-0.13,132,453,29.1,824,199,38,35.4,250,56,46,470,32,6.8,37,1.19,14.5,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner"
"525","Scott Carson_2021",2021,"Manchester City","Premier League","Scott Carson","ENG","GK","34",1985,1,3,1,0,1,0,2.4,0.09,-0.6,-0.56,0,1,0,14,6,0,18.9,2,50,29.5,10,0,0,0,0,16.5,"https://fbref.com/en/players/3e1550ee/Scott-Carson"
"526","Ederson_2021",2021,"Manchester City","Premier League","Ederson","BRA","GK","26",1993,36,28,7,0,2,1,28.6,0.23,1.6,0.05,108,266,40.6,967,161,20.6,28.4,153,43.8,39.3,309,19,6.1,44,1.22,16.6,"https://fbref.com/en/players/3bb7b8b4/Ederson"
"527","Zack Steffen_2021",2021,"Manchester City","Premier League","Zack Steffen","USA","GK","25",1995,1,1,0,0,0,0,0.9,0.47,-0.1,-0.06,0,4,0,22,4,13.6,27,8,12.5,12.3,14,0,0,0,0,NA,"https://fbref.com/en/players/42130443/Zack-Steffen"
"528","David de Gea_2021",2021,"Manchester Utd","Premier League","David de Gea","ESP","GK","29",1990,25.5,32,4,1,5,2,28.1,0.27,-1.9,-0.08,67,174,38.5,417,88,28.1,29.7,172,33.1,29.1,310,2,0.6,28,1.1,16.8,"https://fbref.com/en/players/7ba6d84e/David-de-Gea"
"529","Dean Henderson_2021",2021,"Manchester Utd","Premier League","Dean Henderson","ENG","GK","23",1997,12.5,12,0,0,4,0,11.2,0.23,-0.8,-0.06,19,92,20.7,230,66,28.3,30.9,94,28.7,30,169,9,5.3,19,1.52,17.4,"https://fbref.com/en/players/e5a76dfe/Dean-Henderson"
"530","Steve Mandanda_2021",2021,"Marseille","Ligue 1","Steve Mandanda","FRA","GK","35",1985,37,45,3,1,7,1,39,0.29,-5,-0.14,143,491,29.1,1029,198,32.3,31.9,291,54.6,42.7,564,22,3.9,35,0.95,15.2,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
"531","Yohann Pelé_2021",2021,"Marseille","Ligue 1","Yohann Pelé","FRA","GK","37",1982,1,2,0,0,0,0,1.7,0.35,-0.3,-0.26,0,0,NA,20,7,0,17.2,3,0,18.3,12,0,0,1,1,12,"https://fbref.com/en/players/76806215/Yohann-Pele"
"532","Marc-Aurèle Caillard_2021",2021,"Metz","Ligue 1","Marc-Aurèle Caillard","FRA","GK","26",1994,4,10,3,1,0,0,8.5,0.24,-1.5,-0.38,13,40,32.5,71,26,25.4,30,30,73.3,55.5,55,2,3.6,2,0.5,13.4,"https://fbref.com/en/players/5ee6e943/Marc-Aurele-Caillard"
"533","Alexandre Oukidja_2021",2021,"Metz","Ligue 1","Alexandre Oukidja","ALG","GK","32",1988,34,38,9,0,4,1,38.4,0.23,1.4,0.04,207,526,39.4,752,184,43.6,38.4,286,69.2,51.2,536,39,7.3,47,1.38,16.1,"https://fbref.com/en/players/ae7d0ecd/Alexandre-Oukidja"
"534","Gianluigi Donnarumma_2021",2021,"Milan","Serie A","Gianluigi Donnarumma","ITA","GK","21",1999,37,38,2,2,6,1,35.7,0.27,-1.3,-0.04,152,365,41.6,1021,148,27.3,29,207,41.5,33.7,556,29,5.2,43,1.16,14.8,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma"
"535","Ciprian Tătărușanu_2021",2021,"Milan","Serie A","Ciprian Tătărușanu","ROU","GK","34",1986,1,3,1,0,2,0,2.4,0.29,-0.6,-0.59,1,3,33.3,22,8,9.1,19.7,4,25,30.3,12,0,0,0,0,8,"https://fbref.com/en/players/b056e3da/Ciprian-Tatarusanu"
"536","Benjamin Lecomte_2021",2021,"Monaco","Ligue 1","Benjamin Lecomte","FRA","GK","29",1991,28,27,3,1,0,1,21.7,0.28,-4.3,-0.15,109,322,33.9,837,110,29.9,32.1,169,42.6,38.4,312,9,2.9,62,2.21,18.7,"https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte"
"537","Radosław Majecki_2021",2021,"Monaco","Ligue 1","Radosław Majecki","POL","GK","20",1999,1,1,0,0,0,0,1.1,0.53,0.1,0.05,2,11,18.2,25,2,20,29.3,12,50,41.4,12,0,0,3,3,24.7,"https://fbref.com/en/players/20de219a/Radoslaw-Majecki"
"538","Vito Mannone_2021",2021,"Monaco","Ligue 1","Vito Mannone","ITA","GK","32",1988,9,14,2,0,1,0,12.7,0.33,-1.3,-0.15,43,120,35.8,226,24,33.6,32.9,61,72.1,52.8,92,1,1.1,10,1.11,21.5,"https://fbref.com/en/players/c4173f1a/Vito-Mannone"
"539","Dimitry Bertaud_2021",2021,"Montpellier","Ligue 1","Dimitry Bertaud","FRA","GK","22",1998,8.3,11,1,0,1,0,14,0.32,3,0.36,94,180,52.2,230,46,47.8,39.3,82,85.4,55.4,145,7,4.8,2,0.24,10.5,"https://fbref.com/en/players/380a15e2/Dimitry-Bertaud"
"540","Jonas Omlin_2021",2021,"Montpellier","Ligue 1","Jonas Omlin","SUI","GK","26",1994,29.7,51,11,0,4,2,49.2,0.25,0.2,0.01,199,454,43.8,737,175,39.9,35.5,246,65,48.8,442,24,5.4,16,0.54,13.4,"https://fbref.com/en/players/c631f952/Jonas-Omlin"
"541","Alban Lafont_2021",2021,"Nantes","Ligue 1","Alban Lafont","FRA","GK","21",1999,38,55,10,2,7,1,51.2,0.24,-2.8,-0.07,199,641,31,864,131,50.2,39.9,257,80.5,54.8,507,23,4.5,36,0.95,14.9,"https://fbref.com/en/players/4e7db402/Alban-Lafont"
"542","Alex Meret_2021",2021,"Napoli","Serie A","Alex Meret","ITA","GK","23",1997,22,29,2,1,3,1,26.2,0.31,-1.8,-0.08,35,77,45.5,510,96,12.2,24.9,93,16.1,23.3,241,8,3.3,13,0.59,13.1,"https://fbref.com/en/players/9413b19f/Alex-Meret"
"543","David Ospina_2021",2021,"Napoli","Serie A","David Ospina","COL","GK","31",1988,16,12,3,0,0,0,13.9,0.26,1.9,0.12,57,119,47.9,488,51,22.7,28.6,57,14,22.9,192,15,7.8,11,0.69,12.6,"https://fbref.com/en/players/82b1198a/David-Ospina"
"544","Karl Darlow_2021",2021,"Newcastle Utd","Premier League","Karl Darlow","ENG","GK","29",1990,25,43,3,1,4,2,37.2,0.27,-3.8,-0.15,175,505,34.7,504,92,65.3,44.9,216,81.5,55.3,401,18,4.5,10,0.4,9.2,"https://fbref.com/en/players/cde3309f/Karl-Darlow"
"545","Martin Dúbravka_2021",2021,"Newcastle Utd","Premier League","Martin Dúbravka","SVK","GK","31",1989,13,19,1,0,0,1,16.6,0.25,-1.4,-0.11,70,166,42.2,316,67,32.9,32.5,122,50.8,40.5,244,9,3.7,11,0.85,12.6,"https://fbref.com/en/players/3a949a25/Martin-Dubravka"
"546","Walter Benítez_2021",2021,"Nice","Ligue 1","Walter Benítez","ARG","GK","27",1993,38,53,7,1,11,0,50.8,0.25,-2.2,-0.06,91,286,31.8,919,180,21.1,27.2,300,30.7,32.4,572,24,4.2,20,0.53,13.1,"https://fbref.com/en/players/8a2248b4/Walter-Benitez"
"547","Baptiste Reynet_2021",2021,"Nîmes","Ligue 1","Baptiste Reynet","FRA","GK","29",1990,38,71,6,1,7,0,64.1,0.29,-6.9,-0.18,254,731,34.7,1287,148,41.2,36.1,304,66.1,47.1,600,17,2.8,41,1.08,16.1,"https://fbref.com/en/players/bcf1b2e9/Baptiste-Reynet"
"548","Sergio Herrera_2021",2021,"Osasuna","La Liga","Sergio Herrera","ESP","GK","27",1993,32.9,40,4,0,5,2,39.5,0.28,1.5,0.05,389,891,43.7,892,82,72.5,48,259,94.2,61.1,533,29,5.4,69,2.1,17.5,"https://fbref.com/en/players/a4995f48/Sergio-Herrera"
"549","Juan Pérez_2021",2021,"Osasuna","La Liga","Juan Pérez","ESP","GK","24",1996,3,3,1,0,0,0,3.1,0.26,0.1,0.02,20,55,36.4,58,8,48.3,41.3,29,93.1,63.4,44,0,0,3,1,13,"https://fbref.com/en/players/8f29e08b/Juan-Perez"
"550","Rubén_2021",2021,"Osasuna","La Liga","Rubén","ESP","GK","36",1984,2.1,5,0,0,0,0,4.4,0.55,-0.6,-0.29,32,50,64,45,2,80,49.5,14,100,59.6,23,1,4.3,4,1.93,19.4,"https://fbref.com/en/players/24279b8b/Ruben"
"551","Marcin Bułka_2021",2021,"Paris S-G","Ligue 1","Marcin Bułka","POL","GK","20",1999,1,1,0,0,0,0,1.5,0.5,0.5,0.49,2,4,50,28,9,10.7,21.3,2,50,36,12,0,0,2,2,18.6,"https://fbref.com/en/players/db87a2c4/Marcin-Bulka"
"552","Keylor Navas_2021",2021,"Paris S-G","Ligue 1","Keylor Navas","CRC","GK","33",1986,28,18,1,0,2,0,26,0.26,8,0.28,65,139,46.8,572,115,18.2,27.2,170,20.6,26.7,308,0,0,25,0.89,16.6,"https://fbref.com/en/players/ecada4fc/Keylor-Navas"
"553","Sergio Rico_2021",2021,"Paris S-G","Ligue 1","Sergio Rico","ESP","GK","26",1993,9,9,0,0,0,1,10.2,0.29,2.2,0.24,6,23,26.1,158,40,10.8,23.2,55,10.9,24.5,110,0,0,10,1.11,18,"https://fbref.com/en/players/5f0241b2/Sergio-Rico"
"554","Simone Colombi_2021",2021,"Parma","Serie A","Simone Colombi","ITA","GK","29",1991,2,7,1,0,2,0,4.4,0.35,-2.6,-1.28,17,30,56.7,41,6,53.7,37.5,11,72.7,49.4,27,0,0,0,0,7.5,"https://fbref.com/en/players/72be9309/Simone-Colombi"
"555","Luigi Sepe_2021",2021,"Parma","Serie A","Luigi Sepe","ITA","GK","29",1991,36,76,2,0,8,3,56.8,0.31,-16.2,-0.45,298,554,53.8,1165,182,38.1,34.4,274,40.1,36.5,619,16,2.6,24,0.67,13.9,"https://fbref.com/en/players/343f753a/Luigi-Sepe"
"556","Péter Gulácsi_2021",2021,"RB Leipzig","Bundesliga","Péter Gulácsi","HUN","GK","30",1990,33,30,3,0,1,0,26.8,0.3,-3.2,-0.1,96,222,43.2,1003,172,19.1,27.7,168,17.9,25.7,315,15,4.8,65,1.97,19.7,"https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi"
"557","Josep Martinez_2021",2021,"RB Leipzig","Bundesliga","Josep Martinez","ESP","GK","22",1998,1,2,0,0,1,0,0.9,0.23,-1.1,-1.08,3,13,23.1,44,4,29.5,29.4,6,0,15,13,0,0,2,2,20.2,"https://fbref.com/en/players/11d8aff0/Josep-Martinez"
"558","Thibaut Courtois_2021",2021,"Real Madrid","La Liga","Thibaut Courtois","BEL","GK","28",1992,38,28,7,0,3,1,32.7,0.22,5.7,0.15,89,300,29.7,1086,243,20.6,29.6,235,32.3,36.6,472,26,5.5,44,1.16,15.7,"https://fbref.com/en/players/1840e36d/Thibaut-Courtois"
"559","Álex Remiro_2021",2021,"Real Sociedad","La Liga","Álex Remiro","ESP","GK","25",1995,38,38,3,0,4,1,35,0.3,-2,-0.05,204,520,39.2,998,132,38.2,35.1,217,64.1,49.7,415,9,2.2,47,1.24,17.3,"https://fbref.com/en/players/374ee424/Alex-Remiro"
"560","Yehvann Diouf_2021",2021,"Reims","Ligue 1","Yehvann Diouf","FRA","GK","20",1999,1.5,1,1,0,0,0,1.5,0.08,0.5,0.32,5,15,33.3,40,13,25,29.1,12,41.7,36.3,24,0,0,3,2,17.8,"https://fbref.com/en/players/eedea60b/Yehvann-Diouf"
"561","Predrag Rajković_2021",2021,"Reims","Ligue 1","Predrag Rajković","SRB","GK","24",1995,36.5,49,4,0,7,1,49.9,0.28,1.9,0.05,192,640,30,1106,159,40,36.7,340,58.2,46.6,574,11,1.9,34,0.93,14.5,"https://fbref.com/en/players/58ad9383/Predrag-Rajkovic"
"562","Alfred Gomis_2021",2021,"Rennes","Ligue 1","Alfred Gomis","SEN","GK","26",1993,22,25,3,0,0,1,21.8,0.25,-2.2,-0.1,81,204,39.7,532,113,25.8,28.6,130,51.5,41.2,222,7,3.2,35,1.59,18.7,"https://fbref.com/en/players/cecbce23/Alfred-Gomis"
"563","Edouard Mendy_2021",2021,"Rennes","Ligue 1","Edouard Mendy","SEN","GK","28",1992,1,1,0,0,0,0,0.8,0.81,-0.2,-0.19,6,11,54.5,23,2,43.5,33.5,6,16.7,29,11,0,0,0,0,11,"https://fbref.com/en/players/33887998/Edouard-Mendy"
