Name,Year,Club,unique_ID,Role,Name_Year
Salvatore Sirigu,2019,Torino,Salvatore Sirigu_2019_Torino,keepers,Salvatore Sirigu_2019
Hugo Lloris,2019,Tottenham,Hugo Lloris_2019_Tottenham,keepers,Hugo Lloris_2019
Mauro Goicoechea,2019,Toulouse,Mauro Goicoechea_2019_Toulouse,keepers,Mauro Goicoechea_2019
Baptiste Reynet,2019,Toulouse,Baptiste Reynet_2019_Toulouse,keepers,Baptiste Reynet_2019
Juan Musso,2019,Udinese,Juan Musso_2019_Udinese,keepers,Juan Musso_2019
Simone Scuffet,2019,Udinese,Simone Scuffet_2019_Udinese,keepers,Simone Scuffet_2019
Neto,2019,Valencia,Neto_2019_Valencia,keepers,Neto_2019
Jordi Masip,2019,Valladolid,Jordi Masip_2019_Valladolid,keepers,Jordi Masip_2019
Sergio Asenjo,2019,Villarreal,Sergio Asenjo_2019_Villarreal,keepers,Sergio Asenjo_2019
Andres Fernandez,2019,Villarreal,Andres Fernandez_2019_Villarreal,keepers,Andres Fernandez_2019
Ben Foster,2019,Watford,Ben Foster_2019_Watford,keepers,Ben Foster_2019
Jiri Pavlenka,2019,Werder Bremen,Jiri Pavlenka_2019_Werder Bremen,keepers,Jiri Pavlenka_2019
Lukasz Fabianski,2019,West Ham,Lukasz Fabianski_2019_West Ham,keepers,Lukasz Fabianski_2019
Koen Casteels,2019,Wolfsburg,Koen Casteels_2019_Wolfsburg,keepers,Koen Casteels_2019
Pavao Pervan,2019,Wolfsburg,Pavao Pervan_2019_Wolfsburg,keepers,Pavao Pervan_2019
Rui Patricio,2019,Wolves,Rui Patricio_2019_Wolves,keepers,Rui Patricio_2019
Fernando Pacheco,2020,Alaves,Fernando Pacheco_2020_Alaves,keepers,Fernando Pacheco_2020
Roberto,2020,Alaves,Roberto_2020_Alaves,keepers,Roberto_2020
Regis Gurtner,2020,Amiens,Regis Gurtner_2020_Amiens,keepers,Regis Gurtner_2020
Ludovic Butelle,2020,Angers,Ludovic Butelle_2020_Angers,keepers,Ludovic Butelle_2020
Bernd Leno,2020,Arsenal,Bernd Leno_2020_Arsenal,keepers,Bernd Leno_2020
Emiliano Martinez,2020,Arsenal,Emiliano Martinez_2020_Arsenal,keepers,Emiliano Martinez_2020
Tom Heaton,2020,Aston Villa,Tom Heaton_2020_Aston Villa,keepers,Tom Heaton_2020
Orjan Nyland,2020,Aston Villa,Orjan Nyland_2020_Aston Villa,keepers,Orjan Nyland_2020
Pepe Reina,2020,Aston Villa,Pepe Reina_2020_Aston Villa,keepers,Pepe Reina_2020
Pierluigi Gollini,2020,Atalanta,Pierluigi Gollini_2020_Atalanta,keepers,Pierluigi Gollini_2020
Marco Sportiello,2020,Atalanta,Marco Sportiello_2020_Atalanta,keepers,Marco Sportiello_2020
Unai Simon,2020,Athletic Club,Unai Simon_2020_Athletic Club,keepers,Unai Simon_2020
Jan Oblak,2020,Atletico Madrid,Jan Oblak_2020_Atletico Madrid,keepers,Jan Oblak_2020
Tomas Koubek,2020,Augsburg,Tomas Koubek_2020_Augsburg,keepers,Tomas Koubek_2020
Andreas Luthe,2020,Augsburg,Andreas Luthe_2020_Augsburg,keepers,Andreas Luthe_2020
Marc-Andre ter Stegen,2020,Barcelona,Marc-Andre ter Stegen_2020_Barcelona,keepers,Marc-Andre ter Stegen_2020
Manuel Neuer,2020,Bayern Munich,Manuel Neuer_2020_Bayern Munich,keepers,Manuel Neuer_2020
Daniel Martin,2020,Betis,Daniel Martin_2020_Betis,keepers,Daniel Martin_2020
Joel Robles,2020,Betis,Joel Robles_2020_Betis,keepers,Joel Robles_2020
Lukasz Skorupski,2020,Bologna,Lukasz Skorupski_2020_Bologna,keepers,Lukasz Skorupski_2020
Benoit Costil,2020,Bordeaux,Benoit Costil_2020_Bordeaux,keepers,Benoit Costil_2020
Aaron Ramsdale,2020,Bournemouth,Aaron Ramsdale_2020_Bournemouth,keepers,Aaron Ramsdale_2020
Lorenzo Andrenacci,2020,Brescia,Lorenzo Andrenacci_2020_Brescia,keepers,Lorenzo Andrenacci_2020
Jesse Joronen,2020,Brescia,Jesse Joronen_2020_Brescia,keepers,Jesse Joronen_2020
Gautier Larsonneur,2020,Brest,Gautier Larsonneur_2020_Brest,keepers,Gautier Larsonneur_2020
Mathew Ryan,2020,Brighton,Mathew Ryan_2020_Brighton,keepers,Mathew Ryan_2020
Nick Pope,2020,Burnley,Nick Pope_2020_Burnley,keepers,Nick Pope_2020
Alessio Cragno,2020,Cagliari,Alessio Cragno_2020_Cagliari,keepers,Alessio Cragno_2020
Robin Olsen,2020,Cagliari,Robin Olsen_2020_Cagliari,keepers,Robin Olsen_2020
Rafael,2020,Cagliari,Rafael_2020_Cagliari,keepers,Rafael_2020
Ruben Blanco,2020,Celta Vigo,Ruben Blanco_2020_Celta Vigo,keepers,Ruben Blanco_2020
Kepa Arrizabalaga,2020,Chelsea,Kepa Arrizabalaga_2020_Chelsea,keepers,Kepa Arrizabalaga_2020
Willy Caballero,2020,Chelsea,Willy Caballero_2020_Chelsea,keepers,Willy Caballero_2020
Vicente Guaita,2020,Crystal Palace,Vicente Guaita_2020_Crystal Palace,keepers,Vicente Guaita_2020
Runar Alex Runarsson,2020,Dijon,Runar Alex Runarsson_2020_Dijon,keepers,Runar Alex Runarsson_2020
Alfred Gomis,2020,Dijon,Alfred Gomis_2020_Dijon,keepers,Alfred Gomis_2020
Roman Burki,2020,Dortmund,Roman Burki_2020_Dortmund,keepers,Roman Burki_2020
Florian Kastenmeier,2020,Dusseldorf,Florian Kastenmeier_2020_Dusseldorf,keepers,Florian Kastenmeier_2020
Zack Steffen,2020,Dusseldorf,Zack Steffen_2020_Dusseldorf,keepers,Zack Steffen_2020
Marko Dmitrovic,2020,Eibar,Marko Dmitrovic_2020_Eibar,keepers,Marko Dmitrovic_2020
Frederik Ronnow,2020,Eint Frankfurt,Frederik Ronnow_2020_Eint Frankfurt,keepers,Frederik Ronnow_2020
Kevin Trapp,2020,Eint Frankfurt,Kevin Trapp_2020_Eint Frankfurt,keepers,Kevin Trapp_2020
Diego Lopez,2020,Espanyol,Diego Lopez_2020_Espanyol,keepers,Diego Lopez_2020
Jordan Pickford,2020,Everton,Jordan Pickford_2020_Everton,keepers,Jordan Pickford_2020
Bartlomiej Dragowski,2020,Fiorentina,Bartlomiej Dragowski_2020_Fiorentina,keepers,Bartlomiej Dragowski_2020
Pietro Terracciano,2020,Fiorentina,Pietro Terracciano_2020_Fiorentina,keepers,Pietro Terracciano_2020
Mark Flekken,2020,Freiburg,Mark Flekken_2020_Freiburg,keepers,Mark Flekken_2020
Alexander Schwolow,2020,Freiburg,Alexander Schwolow_2020_Freiburg,keepers,Alexander Schwolow_2020
Mattia Perin,2020,Genoa,Mattia Perin_2020_Genoa,keepers,Mattia Perin_2020
Ionut Radu,2020,Genoa,Ionut Radu_2020_Genoa,keepers,Ionut Radu_2020
David Soria,2020,Getafe,David Soria_2020_Getafe,keepers,David Soria_2020
Rui Silva,2020,Granada,Rui Silva_2020_Granada,keepers,Rui Silva_2020
Marco Silvestri,2020,Hellas Verona,Marco Silvestri_2020_Hellas Verona,keepers,Marco Silvestri_2020
Rune Jarstein,2020,Hertha BSC,Rune Jarstein_2020_Hertha BSC,keepers,Rune Jarstein_2020
Oliver Baumann,2020,Hoffenheim,Oliver Baumann_2020_Hoffenheim,keepers,Oliver Baumann_2020
Samir Handanovic,2020,Inter,Samir Handanovic_2020_Inter,keepers,Samir Handanovic_2020
Gianluigi Buffon,2020,Juventus,Gianluigi Buffon_2020_Juventus,keepers,Gianluigi Buffon_2020
Wojciech Szczesny,2020,Juventus,Wojciech Szczesny_2020_Juventus,keepers,Wojciech Szczesny_2020
Timo Horn,2020,Koln,Timo Horn_2020_Koln,keepers,Timo Horn_2020
Thomas Strakosha,2020,Lazio,Thomas Strakosha_2020_Lazio,keepers,Thomas Strakosha_2020
Gabriel,2020,Lecce,Gabriel_2020_Lecce,keepers,Gabriel_2020
Ivan Cuellar,2020,Leganes,Ivan Cuellar_2020_Leganes,keepers,Ivan Cuellar_2020
Juan Soriano,2020,Leganes,Juan Soriano_2020_Leganes,keepers,Juan Soriano_2020
Kasper Schmeichel,2020,Leicester City,Kasper Schmeichel_2020_Leicester City,keepers,Kasper Schmeichel_2020
Aitor Fernandez,2020,Levante,Aitor Fernandez_2020_Levante,keepers,Aitor Fernandez_2020
Lukas Hradecky,2020,Leverkusen,Lukas Hradecky_2020_Leverkusen,keepers,Lukas Hradecky_2020
Mike Maignan,2020,Lille,Mike Maignan_2020_Lille,keepers,Mike Maignan_2020
Adrian,2020,Liverpool,Adrian_2020_Liverpool,keepers,Adrian_2020
Alisson,2020,Liverpool,Alisson_2020_Liverpool,keepers,Alisson_2020
Anthony Lopes,2020,Lyon,Anthony Lopes_2020_Lyon,keepers,Anthony Lopes_2020
Yann Sommer,2020,M'Gladbach,Yann Sommer_2020_M'Gladbach,keepers,Yann Sommer_2020
Florian Muller,2020,Mainz 05,Florian Muller_2020_Mainz 05,keepers,Florian Muller_2020
Robin Zentner,2020,Mainz 05,Robin Zentner_2020_Mainz 05,keepers,Robin Zentner_2020
Manolo Reina,2020,Mallorca,Manolo Reina_2020_Mallorca,keepers,Manolo Reina_2020
Ederson,2020,Manchester City,Ederson_2020_Manchester City,keepers,Ederson_2020
David de Gea,2020,Manchester Utd,David de Gea_2020_Manchester Utd,keepers,David de Gea_2020
Steve Mandanda,2020,Marseille,Steve Mandanda_2020_Marseille,keepers,Steve Mandanda_2020
Alexandre Oukidja,2020,Metz,Alexandre Oukidja_2020_Metz,keepers,Alexandre Oukidja_2020
Gianluigi Donnarumma,2020,Milan,Gianluigi Donnarumma_2020_Milan,keepers,Gianluigi Donnarumma_2020
Benjamin Lecomte,2020,Monaco,Benjamin Lecomte_2020_Monaco,keepers,Benjamin Lecomte_2020
Geronimo Rulli,2020,Montpellier,Geronimo Rulli_2020_Montpellier,keepers,Geronimo Rulli_2020
Alban Lafont,2020,Nantes,Alban Lafont_2020_Nantes,keepers,Alban Lafont_2020
Alex Meret,2020,Napoli,Alex Meret_2020_Napoli,keepers,Alex Meret_2020
David Ospina,2020,Napoli,David Ospina_2020_Napoli,keepers,David Ospina_2020
Martin Dubravka,2020,Newcastle Utd,Martin Dubravka_2020_Newcastle Utd,keepers,Martin Dubravka_2020
Walter Benitez,2020,Nice,Walter Benitez_2020_Nice,keepers,Walter Benitez_2020
Tim Krul,2020,Norwich City,Tim Krul_2020_Norwich City,keepers,Tim Krul_2020
Paul Bernardoni,2020,Nimes,Paul Bernardoni_2020_Nimes,keepers,Paul Bernardoni_2020
Sergio Herrera,2020,Osasuna,Sergio Herrera_2020_Osasuna,keepers,Sergio Herrera_2020
Ruben,2020,Osasuna,Ruben_2020_Osasuna,keepers,Ruben_2020
Jannik Huth,2020,Paderborn 07,Jannik Huth_2020_Paderborn 07,keepers,Jannik Huth_2020
Leopold Zingerle,2020,Paderborn 07,Leopold Zingerle_2020_Paderborn 07,keepers,Leopold Zingerle_2020
Keylor Navas,2020,Paris S-G,Keylor Navas_2020_Paris S-G,keepers,Keylor Navas_2020
Luigi Sepe,2020,Parma,Luigi Sepe_2020_Parma,keepers,Luigi Sepe_2020
Peter Gulacsi,2020,RB Leipzig,Peter Gulacsi_2020_RB Leipzig,keepers,Peter Gulacsi_2020
Thibaut Courtois,2020,Real Madrid,Thibaut Courtois_2020_Real Madrid,keepers,Thibaut Courtois_2020
Miguel Angel Moya,2020,Real Sociedad,Miguel Angel Moya_2020_Real Sociedad,keepers,Miguel Angel Moya_2020
Alex Remiro,2020,Real Sociedad,Alex Remiro_2020_Real Sociedad,keepers,Alex Remiro_2020
Predrag Rajkovic,2020,Reims,Predrag Rajkovic_2020_Reims,keepers,Predrag Rajkovic_2020
Edouard Mendy,2020,Rennes,Edouard Mendy_2020_Rennes,keepers,Edouard Mendy_2020
Pau Lopez,2020,Roma,Pau Lopez_2020_Roma,keepers,Pau Lopez_2020
Antonio Mirante,2020,Roma,Antonio Mirante_2020_Roma,keepers,Antonio Mirante_2020
Etrit Berisha,2020,SPAL,Etrit Berisha_2020_SPAL,keepers,Etrit Berisha_2020
Karlo Letica,2020,SPAL,Karlo Letica_2020_SPAL,keepers,Karlo Letica_2020
Jessy Moulin,2020,Saint-Etienne,Jessy Moulin_2020_Saint-Etienne,keepers,Jessy Moulin_2020
Stephane Ruffier,2020,Saint-Etienne,Stephane Ruffier_2020_Saint-Etienne,keepers,Stephane Ruffier_2020
Emil Audero,2020,Sampdoria,Emil Audero_2020_Sampdoria,keepers,Emil Audero_2020
Andrea Consigli,2020,Sassuolo,Andrea Consigli_2020_Sassuolo,keepers,Andrea Consigli_2020
Gianluca Pegolo,2020,Sassuolo,Gianluca Pegolo_2020_Sassuolo,keepers,Gianluca Pegolo_2020
Alexander Nubel,2020,Schalke 04,Alexander Nubel_2020_Schalke 04,keepers,Alexander Nubel_2020
Markus Schubert,2020,Schalke 04,Markus Schubert_2020_Schalke 04,keepers,Markus Schubert_2020
Yassine Bounou,2020,Sevilla,Yassine Bounou_2020_Sevilla,keepers,Yassine Bounou_2020
Tomas Vaclik,2020,Sevilla,Tomas Vaclik_2020_Sevilla,keepers,Tomas Vaclik_2020
Dean Henderson,2020,Sheffield Utd,Dean Henderson_2020_Sheffield Utd,keepers,Dean Henderson_2020
Angus Gunn,2020,Southampton,Angus Gunn_2020_Southampton,keepers,Angus Gunn_2020
Alex McCarthy,2020,Southampton,Alex McCarthy_2020_Southampton,keepers,Alex McCarthy_2020
Matz Sels,2020,Strasbourg,Matz Sels_2020_Strasbourg,keepers,Matz Sels_2020
Salvatore Sirigu,2020,Torino,Salvatore Sirigu_2020_Torino,keepers,Salvatore Sirigu_2020
Paulo Gazzaniga,2020,Tottenham,Paulo Gazzaniga_2020_Tottenham,keepers,Paulo Gazzaniga_2020
Hugo Lloris,2020,Tottenham,Hugo Lloris_2020_Tottenham,keepers,Hugo Lloris_2020
Baptiste Reynet,2020,Toulouse,Baptiste Reynet_2020_Toulouse,keepers,Baptiste Reynet_2020
Juan Musso,2020,Udinese,Juan Musso_2020_Udinese,keepers,Juan Musso_2020
Rafal Gikiewicz,2020,Union Berlin,Rafal Gikiewicz_2020_Union Berlin,keepers,Rafal Gikiewicz_2020
Jasper Cillessen,2020,Valencia,Jasper Cillessen_2020_Valencia,keepers,Jasper Cillessen_2020
Jaume Domenech,2020,Valencia,Jaume Domenech_2020_Valencia,keepers,Jaume Domenech_2020
Jordi Masip,2020,Valladolid,Jordi Masip_2020_Valladolid,keepers,Jordi Masip_2020
Sergio Asenjo,2020,Villarreal,Sergio Asenjo_2020_Villarreal,keepers,Sergio Asenjo_2020
Ben Foster,2020,Watford,Ben Foster_2020_Watford,keepers,Ben Foster_2020
Jiri Pavlenka,2020,Werder Bremen,Jiri Pavlenka_2020_Werder Bremen,keepers,Jiri Pavlenka_2020
Lukasz Fabianski,2020,West Ham,Lukasz Fabianski_2020_West Ham,keepers,Lukasz Fabianski_2020
Roberto,2020,West Ham,Roberto_2020_West Ham,keepers,Roberto_2020
Koen Casteels,2020,Wolfsburg,Koen Casteels_2020_Wolfsburg,keepers,Koen Casteels_2020
Pavao Pervan,2020,Wolfsburg,Pavao Pervan_2020_Wolfsburg,keepers,Pavao Pervan_2020
Rui Patricio,2020,Wolves,Rui Patricio_2020_Wolves,keepers,Rui Patricio_2020
Fernando Pacheco,2021,Alaves,Fernando Pacheco_2021_Alaves,keepers,Fernando Pacheco_2021
Paul Bernardoni,2021,Angers,Paul Bernardoni_2021_Angers,keepers,Paul Bernardoni_2021
Stefan Ortega,2021,Arminia,Stefan Ortega_2021_Arminia,keepers,Stefan Ortega_2021
Bernd Leno,2021,Arsenal,Bernd Leno_2021_Arsenal,keepers,Bernd Leno_2021
Emiliano Martinez,2021,Aston Villa,Emiliano Martinez_2021_Aston Villa,keepers,Emiliano Martinez_2021
Pierluigi Gollini,2021,Atalanta,Pierluigi Gollini_2021_Atalanta,keepers,Pierluigi Gollini_2021
Marco Sportiello,2021,Atalanta,Marco Sportiello_2021_Atalanta,keepers,Marco Sportiello_2021
Unai Simon,2021,Athletic Club,Unai Simon_2021_Athletic Club,keepers,Unai Simon_2021
Jan Oblak,2021,Atletico Madrid,Jan Oblak_2021_Atletico Madrid,keepers,Jan Oblak_2021
Rafal Gikiewicz,2021,Augsburg,Rafal Gikiewicz_2021_Augsburg,keepers,Rafal Gikiewicz_2021
Neto,2021,Barcelona,Neto_2021_Barcelona,keepers,Neto_2021
Marc-Andre ter Stegen,2021,Barcelona,Marc-Andre ter Stegen_2021_Barcelona,keepers,Marc-Andre ter Stegen_2021
Manuel Neuer,2021,Bayern Munich,Manuel Neuer_2021_Bayern Munich,keepers,Manuel Neuer_2021
Lorenzo Montipo,2021,Benevento,Lorenzo Montipo_2021_Benevento,keepers,Lorenzo Montipo_2021
Claudio Bravo,2021,Betis,Claudio Bravo_2021_Betis,keepers,Claudio Bravo_2021
Joel Robles,2021,Betis,Joel Robles_2021_Betis,keepers,Joel Robles_2021
Angelo da Costa Junior,2021,Bologna,Angelo da Costa Junior_2021_Bologna,keepers,Angelo da Costa Junior_2021
Lukasz Skorupski,2021,Bologna,Lukasz Skorupski_2021_Bologna,keepers,Lukasz Skorupski_2021
Benoit Costil,2021,Bordeaux,Benoit Costil_2021_Bordeaux,keepers,Benoit Costil_2021
Gautier Larsonneur,2021,Brest,Gautier Larsonneur_2021_Brest,keepers,Gautier Larsonneur_2021
Mathew Ryan,2021,Brighton,Mathew Ryan_2021_Brighton,keepers,Mathew Ryan_2021
Robert Sanchez,2021,Brighton,Robert Sanchez_2021_Brighton,keepers,Robert Sanchez_2021
Nick Pope,2021,Burnley,Nick Pope_2021_Burnley,keepers,Nick Pope_2021
Alessio Cragno,2021,Cagliari,Alessio Cragno_2021_Cagliari,keepers,Alessio Cragno_2021
Ruben Blanco,2021,Celta Vigo,Ruben Blanco_2021_Celta Vigo,keepers,Ruben Blanco_2021
Ivan Villar,2021,Celta Vigo,Ivan Villar_2021_Celta Vigo,keepers,Ivan Villar_2021
Kepa Arrizabalaga,2021,Chelsea,Kepa Arrizabalaga_2021_Chelsea,keepers,Kepa Arrizabalaga_2021
Edouard Mendy,2021,Chelsea,Edouard Mendy_2021_Chelsea,keepers,Edouard Mendy_2021
Alex Cordaz,2021,Crotone,Alex Cordaz_2021_Crotone,keepers,Alex Cordaz_2021
Vicente Guaita,2021,Crystal Palace,Vicente Guaita_2021_Crystal Palace,keepers,Vicente Guaita_2021
Jeremias Ledesma,2021,Cadiz,Jeremias Ledesma_2021_Cadiz,keepers,Jeremias Ledesma_2021
Saturnin Allagbe,2021,Dijon,Saturnin Allagbe_2021_Dijon,keepers,Saturnin Allagbe_2021
Alfred Gomis,2021,Dijon,Alfred Gomis_2021_Dijon,keepers,Alfred Gomis_2021
Anthony Racioppi,2021,Dijon,Anthony Racioppi_2021_Dijon,keepers,Anthony Racioppi_2021
Roman Burki,2021,Dortmund,Roman Burki_2021_Dortmund,keepers,Roman Burki_2021
Marwin Hitz,2021,Dortmund,Marwin Hitz_2021_Dortmund,keepers,Marwin Hitz_2021
Marko Dmitrovic,2021,Eibar,Marko Dmitrovic_2021_Eibar,keepers,Marko Dmitrovic_2021
Kevin Trapp,2021,Eint Frankfurt,Kevin Trapp_2021_Eint Frankfurt,keepers,Kevin Trapp_2021
Edgar Badia,2021,Elche,Edgar Badia_2021_Elche,keepers,Edgar Badia_2021
Paulo Gazzaniga,2021,Elche,Paulo Gazzaniga_2021_Elche,keepers,Paulo Gazzaniga_2021
Robin Olsen,2021,Everton,Robin Olsen_2021_Everton,keepers,Robin Olsen_2021
Jordan Pickford,2021,Everton,Jordan Pickford_2021_Everton,keepers,Jordan Pickford_2021
Bartlomiej Dragowski,2021,Fiorentina,Bartlomiej Dragowski_2021_Fiorentina,keepers,Bartlomiej Dragowski_2021
Florian Muller,2021,Freiburg,Florian Muller_2021_Freiburg,keepers,Florian Muller_2021
Alphonse Areola,2021,Fulham,Alphonse Areola_2021_Fulham,keepers,Alphonse Areola_2021
Mattia Perin,2021,Genoa,Mattia Perin_2021_Genoa,keepers,Mattia Perin_2021
David Soria,2021,Getafe,David Soria_2021_Getafe,keepers,David Soria_2021
Ruben Yanez,2021,Getafe,Ruben Yanez_2021_Getafe,keepers,Ruben Yanez_2021
Aaron Escandell,2021,Granada,Aaron Escandell_2021_Granada,keepers,Aaron Escandell_2021
Rui Silva,2021,Granada,Rui Silva_2021_Granada,keepers,Rui Silva_2021
Marco Silvestri,2021,Hellas Verona,Marco Silvestri_2021_Hellas Verona,keepers,Marco Silvestri_2021
Rune Jarstein,2021,Hertha BSC,Rune Jarstein_2021_Hertha BSC,keepers,Rune Jarstein_2021
Alexander Schwolow,2021,Hertha BSC,Alexander Schwolow_2021_Hertha BSC,keepers,Alexander Schwolow_2021
Oliver Baumann,2021,Hoffenheim,Oliver Baumann_2021_Hoffenheim,keepers,Oliver Baumann_2021
Alvaro Fernandez,2021,Huesca,Alvaro Fernandez_2021_Huesca,keepers,Alvaro Fernandez_2021
Andres Fernandez,2021,Huesca,Andres Fernandez_2021_Huesca,keepers,Andres Fernandez_2021
Samir Handanovic,2021,Inter,Samir Handanovic_2021_Inter,keepers,Samir Handanovic_2021
Gianluigi Buffon,2021,Juventus,Gianluigi Buffon_2021_Juventus,keepers,Gianluigi Buffon_2021
Wojciech Szczesny,2021,Juventus,Wojciech Szczesny_2021_Juventus,keepers,Wojciech Szczesny_2021
Timo Horn,2021,Koln,Timo Horn_2021_Koln,keepers,Timo Horn_2021
Pepe Reina,2021,Lazio,Pepe Reina_2021_Lazio,keepers,Pepe Reina_2021
Thomas Strakosha,2021,Lazio,Thomas Strakosha_2021_Lazio,keepers,Thomas Strakosha_2021
Illan Meslier,2021,Leeds United,Illan Meslier_2021_Leeds United,keepers,Illan Meslier_2021
Kasper Schmeichel,2021,Leicester City,Kasper Schmeichel_2021_Leicester City,keepers,Kasper Schmeichel_2021
Jean-Louis Leca,2021,Lens,Jean-Louis Leca_2021_Lens,keepers,Jean-Louis Leca_2021
Cardenas,2021,Levante,Cardenas_2021_Levante,keepers,Cardenas_2021
Aitor Fernandez,2021,Levante,Aitor Fernandez_2021_Levante,keepers,Aitor Fernandez_2021
Lukas Hradecky,2021,Leverkusen,Lukas Hradecky_2021_Leverkusen,keepers,Lukas Hradecky_2021
Mike Maignan,2021,Lille,Mike Maignan_2021_Lille,keepers,Mike Maignan_2021
Alisson,2021,Liverpool,Alisson_2021_Liverpool,keepers,Alisson_2021
Matthieu Dreyer,2021,Lorient,Matthieu Dreyer_2021_Lorient,keepers,Matthieu Dreyer_2021
Paul Nardi,2021,Lorient,Paul Nardi_2021_Lorient,keepers,Paul Nardi_2021
Anthony Lopes,2021,Lyon,Anthony Lopes_2021_Lyon,keepers,Anthony Lopes_2021
Yann Sommer,2021,M'Gladbach,Yann Sommer_2021_M'Gladbach,keepers,Yann Sommer_2021
Robin Zentner,2021,Mainz 05,Robin Zentner_2021_Mainz 05,keepers,Robin Zentner_2021
Ederson,2021,Manchester City,Ederson_2021_Manchester City,keepers,Ederson_2021
David de Gea,2021,Manchester Utd,David de Gea_2021_Manchester Utd,keepers,David de Gea_2021
Dean Henderson,2021,Manchester Utd,Dean Henderson_2021_Manchester Utd,keepers,Dean Henderson_2021
Steve Mandanda,2021,Marseille,Steve Mandanda_2021_Marseille,keepers,Steve Mandanda_2021
Alexandre Oukidja,2021,Metz,Alexandre Oukidja_2021_Metz,keepers,Alexandre Oukidja_2021
Gianluigi Donnarumma,2021,Milan,Gianluigi Donnarumma_2021_Milan,keepers,Gianluigi Donnarumma_2021
Benjamin Lecomte,2021,Monaco,Benjamin Lecomte_2021_Monaco,keepers,Benjamin Lecomte_2021
Vito Mannone,2021,Monaco,Vito Mannone_2021_Monaco,keepers,Vito Mannone_2021
Dimitry Bertaud,2021,Montpellier,Dimitry Bertaud_2021_Montpellier,keepers,Dimitry Bertaud_2021
Jonas Omlin,2021,Montpellier,Jonas Omlin_2021_Montpellier,keepers,Jonas Omlin_2021
Alban Lafont,2021,Nantes,Alban Lafont_2021_Nantes,keepers,Alban Lafont_2021
Alex Meret,2021,Napoli,Alex Meret_2021_Napoli,keepers,Alex Meret_2021
David Ospina,2021,Napoli,David Ospina_2021_Napoli,keepers,David Ospina_2021
Karl Darlow,2021,Newcastle Utd,Karl Darlow_2021_Newcastle Utd,keepers,Karl Darlow_2021
Martin Dubravka,2021,Newcastle Utd,Martin Dubravka_2021_Newcastle Utd,keepers,Martin Dubravka_2021
Walter Benitez,2021,Nice,Walter Benitez_2021_Nice,keepers,Walter Benitez_2021
Baptiste Reynet,2021,Nimes,Baptiste Reynet_2021_Nimes,keepers,Baptiste Reynet_2021
Sergio Herrera,2021,Osasuna,Sergio Herrera_2021_Osasuna,keepers,Sergio Herrera_2021
Keylor Navas,2021,Paris S-G,Keylor Navas_2021_Paris S-G,keepers,Keylor Navas_2021
Sergio Rico,2021,Paris S-G,Sergio Rico_2021_Paris S-G,keepers,Sergio Rico_2021
Luigi Sepe,2021,Parma,Luigi Sepe_2021_Parma,keepers,Luigi Sepe_2021
Peter Gulacsi,2021,RB Leipzig,Peter Gulacsi_2021_RB Leipzig,keepers,Peter Gulacsi_2021
Thibaut Courtois,2021,Real Madrid,Thibaut Courtois_2021_Real Madrid,keepers,Thibaut Courtois_2021
Alex Remiro,2021,Real Sociedad,Alex Remiro_2021_Real Sociedad,keepers,Alex Remiro_2021
Predrag Rajkovic,2021,Reims,Predrag Rajkovic_2021_Reims,keepers,Predrag Rajkovic_2021
Alfred Gomis,2021,Rennes,Alfred Gomis_2021_Rennes,keepers,Alfred Gomis_2021
Romain Salin,2021,Rennes,Romain Salin_2021_Rennes,keepers,Romain Salin_2021
Daniel Fuzato,2021,Roma,Daniel Fuzato_2021_Roma,keepers,Daniel Fuzato_2021
Pau Lopez,2021,Roma,Pau Lopez_2021_Roma,keepers,Pau Lopez_2021
Antonio Mirante,2021,Roma,Antonio Mirante_2021_Roma,keepers,Antonio Mirante_2021
Etienne Green,2021,Saint-Etienne,Etienne Green_2021_Saint-Etienne,keepers,Etienne Green_2021
Jessy Moulin,2021,Saint-Etienne,Jessy Moulin_2021_Saint-Etienne,keepers,Jessy Moulin_2021
Emil Audero,2021,Sampdoria,Emil Audero_2021_Sampdoria,keepers,Emil Audero_2021
