Name,Year,Club,unique_ID,Role,Name_Year
Rani Khedira,2021,Augsburg,Rani Khedira_2021_Augsburg,defensive-midfield,Rani Khedira_2021
Rani Khedira,2022,Union Berlin,Rani Khedira_2022_Union Berlin,defensive-midfield,Rani Khedira_2022
Rani Khedira,2023,Union Berlin,Rani Khedira_2023_Union Berlin,defensive-midfield,Rani Khedira_2023
Renato Tapia,2021,Celta Vigo,Renato Tapia_2021_Celta Vigo,defensive-midfield,Renato Tapia_2021
Renato Tapia,2022,Celta Vigo,Renato Tapia_2022_Celta Vigo,defensive-midfield,Renato Tapia_2022
Renato Tapia,2023,Celta Vigo,Renato Tapia_2023_Celta Vigo,defensive-midfield,Renato Tapia_2023
Renato Veiga,2023,Augsburg,Renato Veiga_2023_Augsburg,defensive-midfield,Renato Veiga_2023
Rene Krhin,2019,Nantes,Rene Krhin_2019_Nantes,defensive-midfield,Rene Krhin_2019
Robert Andrich,2020,Union Berlin,Robert Andrich_2020_Union Berlin,defensive-midfield,Robert Andrich_2020
Robert Andrich,2021,Union Berlin,Robert Andrich_2021_Union Berlin,defensive-midfield,Robert Andrich_2021
Robert Andrich,2022,Leverkusen,Robert Andrich_2022_Leverkusen,defensive-midfield,Robert Andrich_2022
Robert Andrich,2023,Leverkusen,Robert Andrich_2023_Leverkusen,defensive-midfield,Robert Andrich_2023
Rodri,2020,Manchester City,Rodri_2020_Manchester City,defensive-midfield,Rodri_2020
Rodri,2021,Betis,Rodri_2021_Betis,defensive-midfield,Rodri_2021
Rodri,2021,Manchester City,Rodri_2021_Manchester City,defensive-midfield,Rodri_2021
Rodri,2022,Betis,Rodri_2022_Betis,defensive-midfield,Rodri_2022
Rodri,2022,Manchester City,Rodri_2022_Manchester City,defensive-midfield,Rodri_2022
Rodri,2023,Betis,Rodri_2023_Betis,defensive-midfield,Rodri_2023
Rodri,2023,Manchester City,Rodri_2023_Manchester City,defensive-midfield,Rodri_2023
Rodrigo Battaglia,2022,Mallorca,Rodrigo Battaglia_2022_Mallorca,defensive-midfield,Rodrigo Battaglia_2022
Rodrigo Battaglia,2023,Mallorca,Rodrigo Battaglia_2023_Mallorca,defensive-midfield,Rodrigo Battaglia_2023
Rolando Mandragora,2019,Udinese,Rolando Mandragora_2019_Udinese,defensive-midfield,Rolando Mandragora_2019
Rolando Mandragora,2020,Udinese,Rolando Mandragora_2020_Udinese,defensive-midfield,Rolando Mandragora_2020
Rolando Mandragora,2021,Torino,Rolando Mandragora_2021_Torino,defensive-midfield,Rolando Mandragora_2021
Rolando Mandragora,2022,Torino,Rolando Mandragora_2022_Torino,defensive-midfield,Rolando Mandragora_2022
Rolando Mandragora,2023,Fiorentina,Rolando Mandragora_2023_Fiorentina,defensive-midfield,Rolando Mandragora_2023
Ruben Neves,2019,Wolves,Ruben Neves_2019_Wolves,defensive-midfield,Ruben Neves_2019
Ruben Neves,2020,Wolves,Ruben Neves_2020_Wolves,defensive-midfield,Ruben Neves_2020
Ruben Neves,2021,Wolves,Ruben Neves_2021_Wolves,defensive-midfield,Ruben Neves_2021
Ruben Neves,2022,Wolves,Ruben Neves_2022_Wolves,defensive-midfield,Ruben Neves_2022
Ruben Neves,2023,Wolves,Ruben Neves_2023_Wolves,defensive-midfield,Ruben Neves_2023
Salih Ozcan,2023,Dortmund,Salih Ozcan_2023_Dortmund,defensive-midfield,Salih Ozcan_2023
Salis Abdul Samed,2023,Lens,Salis Abdul Samed_2023_Lens,defensive-midfield,Salis Abdul Samed_2023
Samuele Ricci,2022,Empoli,Samuele Ricci_2022_Empoli,defensive-midfield,Samuele Ricci_2022
Samuele Ricci,2022,Torino,Samuele Ricci_2022_Torino,defensive-midfield,Samuele Ricci_2022
Samuele Ricci,2023,Torino,Samuele Ricci_2023_Torino,defensive-midfield,Samuele Ricci_2023
Sandro Tonali,2021,Milan,Sandro Tonali_2021_Milan,defensive-midfield,Sandro Tonali_2021
Sandro Tonali,2022,Milan,Sandro Tonali_2022_Milan,defensive-midfield,Sandro Tonali_2022
Sandro Tonali,2023,Milan,Sandro Tonali_2023_Milan,defensive-midfield,Sandro Tonali_2023
Santiago Ascacibar,2020,Hertha BSC,Santiago Ascacibar_2020_Hertha BSC,defensive-midfield,Santiago Ascacibar_2020
Santiago Ascacibar,2021,Hertha BSC,Santiago Ascacibar_2021_Hertha BSC,defensive-midfield,Santiago Ascacibar_2021
Santiago Ascacibar,2022,Hertha BSC,Santiago Ascacibar_2022_Hertha BSC,defensive-midfield,Santiago Ascacibar_2022
Santiago Caseres,2019,Villarreal,Santiago Caseres_2019_Villarreal,defensive-midfield,Santiago Caseres_2019
Scott McTominay,2019,Manchester Utd,Scott McTominay_2019_Manchester Utd,defensive-midfield,Scott McTominay_2019
Scott McTominay,2020,Manchester Utd,Scott McTominay_2020_Manchester Utd,defensive-midfield,Scott McTominay_2020
Scott McTominay,2021,Manchester Utd,Scott McTominay_2021_Manchester Utd,defensive-midfield,Scott McTominay_2021
Scott McTominay,2022,Manchester Utd,Scott McTominay_2022_Manchester Utd,defensive-midfield,Scott McTominay_2022
Scott McTominay,2023,Manchester Utd,Scott McTominay_2023_Manchester Utd,defensive-midfield,Scott McTominay_2023
Sebastian Rudy,2020,Hoffenheim,Sebastian Rudy_2020_Hoffenheim,defensive-midfield,Sebastian Rudy_2020
Sebastian Rudy,2021,Hoffenheim,Sebastian Rudy_2021_Hoffenheim,defensive-midfield,Sebastian Rudy_2021
Sebastian Rudy,2022,Hoffenheim,Sebastian Rudy_2022_Hoffenheim,defensive-midfield,Sebastian Rudy_2022
Sebastian Rudy,2023,Hoffenheim,Sebastian Rudy_2023_Hoffenheim,defensive-midfield,Sebastian Rudy_2023
Sergio Busquets,2019,Barcelona,Sergio Busquets_2019_Barcelona,defensive-midfield,Sergio Busquets_2019
Sergio Busquets,2020,Barcelona,Sergio Busquets_2020_Barcelona,defensive-midfield,Sergio Busquets_2020
Sergio Busquets,2021,Barcelona,Sergio Busquets_2021_Barcelona,defensive-midfield,Sergio Busquets_2021
Sergio Busquets,2022,Barcelona,Sergio Busquets_2022_Barcelona,defensive-midfield,Sergio Busquets_2022
Sergio Busquets,2023,Barcelona,Sergio Busquets_2023_Barcelona,defensive-midfield,Sergio Busquets_2023
Sofyan Amrabat,2021,Fiorentina,Sofyan Amrabat_2021_Fiorentina,defensive-midfield,Sofyan Amrabat_2021
Sofyan Amrabat,2022,Fiorentina,Sofyan Amrabat_2022_Fiorentina,defensive-midfield,Sofyan Amrabat_2022
Sofyan Amrabat,2023,Fiorentina,Sofyan Amrabat_2023_Fiorentina,defensive-midfield,Sofyan Amrabat_2023
Stanislav Lobotka,2019,Celta Vigo,Stanislav Lobotka_2019_Celta Vigo,defensive-midfield,Stanislav Lobotka_2019
Stanislav Lobotka,2020,Celta Vigo,Stanislav Lobotka_2020_Celta Vigo,defensive-midfield,Stanislav Lobotka_2020
Stanislav Lobotka,2020,Napoli,Stanislav Lobotka_2020_Napoli,defensive-midfield,Stanislav Lobotka_2020
Stanislav Lobotka,2022,Napoli,Stanislav Lobotka_2022_Napoli,defensive-midfield,Stanislav Lobotka_2022
Stanislav Lobotka,2023,Napoli,Stanislav Lobotka_2023_Napoli,defensive-midfield,Stanislav Lobotka_2023
Stefan Bajcetic,2023,Liverpool,Stefan Bajcetic_2023_Liverpool,defensive-midfield,Stefan Bajcetic_2023
Stefan Ilsanker,2019,RB Leipzig,Stefan Ilsanker_2019_RB Leipzig,defensive-midfield,Stefan Ilsanker_2019
Stefan Ilsanker,2020,Eint Frankfurt,Stefan Ilsanker_2020_Eint Frankfurt,defensive-midfield,Stefan Ilsanker_2020
Stefan Ilsanker,2020,RB Leipzig,Stefan Ilsanker_2020_RB Leipzig,defensive-midfield,Stefan Ilsanker_2020
Stefan Ilsanker,2021,Eint Frankfurt,Stefan Ilsanker_2021_Eint Frankfurt,defensive-midfield,Stefan Ilsanker_2021
Steven Nzonzi,2021,Rennes,Steven Nzonzi_2021_Rennes,defensive-midfield,Steven Nzonzi_2021
Sven Bender,2019,Leverkusen,Sven Bender_2019_Leverkusen,defensive-midfield,Sven Bender_2019
Sven Bender,2020,Leverkusen,Sven Bender_2020_Leverkusen,defensive-midfield,Sven Bender_2020
Sven Bender,2021,Leverkusen,Sven Bender_2021_Leverkusen,defensive-midfield,Sven Bender_2021
Teun Koopmeiners,2022,Atalanta,Teun Koopmeiners_2022_Atalanta,defensive-midfield,Teun Koopmeiners_2022
Teun Koopmeiners,2023,Atalanta,Teun Koopmeiners_2023_Atalanta,defensive-midfield,Teun Koopmeiners_2023
Thiago Maia,2019,Lille,Thiago Maia_2019_Lille,defensive-midfield,Thiago Maia_2019
Thiago Mendes,2020,Lyon,Thiago Mendes_2020_Lyon,defensive-midfield,Thiago Mendes_2020
Thiago Mendes,2021,Lyon,Thiago Mendes_2021_Lyon,defensive-midfield,Thiago Mendes_2021
Thiago Mendes,2022,Lyon,Thiago Mendes_2022_Lyon,defensive-midfield,Thiago Mendes_2022
Thiago Mendes,2023,Lyon,Thiago Mendes_2023_Lyon,defensive-midfield,Thiago Mendes_2023
Thomas Monconduit,2021,Lorient,Thomas Monconduit_2021_Lorient,defensive-midfield,Thomas Monconduit_2021
Thomas Monconduit,2022,Lorient,Thomas Monconduit_2022_Lorient,defensive-midfield,Thomas Monconduit_2022
Thomas Partey,2021,Arsenal,Thomas Partey_2021_Arsenal,defensive-midfield,Thomas Partey_2021
Thomas Partey,2022,Arsenal,Thomas Partey_2022_Arsenal,defensive-midfield,Thomas Partey_2022
Thomas Partey,2023,Arsenal,Thomas Partey_2023_Arsenal,defensive-midfield,Thomas Partey_2023
Tiemoue Bakayoko,2022,Milan,Tiemoue Bakayoko_2022_Milan,defensive-midfield,Tiemoue Bakayoko_2022
Tobias Strobl,2021,Augsburg,Tobias Strobl_2021_Augsburg,defensive-midfield,Tobias Strobl_2021
Tomas Rincon,2019,Torino,Tomas Rincon_2019_Torino,defensive-midfield,Tomas Rincon_2019
Tomas Rincon,2020,Torino,Tomas Rincon_2020_Torino,defensive-midfield,Tomas Rincon_2020
Tomas Rincon,2021,Torino,Tomas Rincon_2021_Torino,defensive-midfield,Tomas Rincon_2021
Tomas Rincon,2022,Sampdoria,Tomas Rincon_2022_Sampdoria,defensive-midfield,Tomas Rincon_2022
Tomas Rincon,2023,Sampdoria,Tomas Rincon_2023_Sampdoria,defensive-midfield,Tomas Rincon_2023
Tomas Soucek,2020,West Ham,Tomas Soucek_2020_West Ham,defensive-midfield,Tomas Soucek_2020
Tomas Soucek,2021,West Ham,Tomas Soucek_2021_West Ham,defensive-midfield,Tomas Soucek_2021
Tomas Soucek,2022,West Ham,Tomas Soucek_2022_West Ham,defensive-midfield,Tomas Soucek_2022
Tomas Soucek,2023,West Ham,Tomas Soucek_2023_West Ham,defensive-midfield,Tomas Soucek_2023
Tyler Adams,2019,RB Leipzig,Tyler Adams_2019_RB Leipzig,defensive-midfield,Tyler Adams_2019
Tyler Adams,2020,RB Leipzig,Tyler Adams_2020_RB Leipzig,defensive-midfield,Tyler Adams_2020
Tyler Adams,2021,RB Leipzig,Tyler Adams_2021_RB Leipzig,defensive-midfield,Tyler Adams_2021
Tyler Adams,2022,RB Leipzig,Tyler Adams_2022_RB Leipzig,defensive-midfield,Tyler Adams_2022
Uros Racic,2021,Valencia,Uros Racic_2021_Valencia,defensive-midfield,Uros Racic_2021
Uros Racic,2022,Valencia,Uros Racic_2022_Valencia,defensive-midfield,Uros Racic_2022
Valon Behrami,2020,Genoa,Valon Behrami_2020_Genoa,defensive-midfield,Valon Behrami_2020
Valon Behrami,2021,Genoa,Valon Behrami_2021_Genoa,defensive-midfield,Valon Behrami_2021
Vicente Iborra,2019,Villarreal,Vicente Iborra_2019_Villarreal,defensive-midfield,Vicente Iborra_2019
Vicente Iborra,2020,Villarreal,Vicente Iborra_2020_Villarreal,defensive-midfield,Vicente Iborra_2020
Vicente Iborra,2021,Villarreal,Vicente Iborra_2021_Villarreal,defensive-midfield,Vicente Iborra_2021
Vicente Iborra,2022,Villarreal,Vicente Iborra_2022_Villarreal,defensive-midfield,Vicente Iborra_2022
Vincent Pajot,2019,Angers,Vincent Pajot_2019_Angers,defensive-midfield,Vincent Pajot_2019
Vincent Pajot,2020,Metz,Vincent Pajot_2020_Metz,defensive-midfield,Vincent Pajot_2020
Vincent Pajot,2021,Metz,Vincent Pajot_2021_Metz,defensive-midfield,Vincent Pajot_2021
Vincent Pajot,2022,Metz,Vincent Pajot_2022_Metz,defensive-midfield,Vincent Pajot_2022
Vitaly Janelt,2022,Brentford,Vitaly Janelt_2022_Brentford,defensive-midfield,Vitaly Janelt_2022
Vitaly Janelt,2023,Brentford,Vitaly Janelt_2023_Brentford,defensive-midfield,Vitaly Janelt_2023
Walace,2020,Udinese,Walace_2020_Udinese,defensive-midfield,Walace_2020
Walace,2021,Udinese,Walace_2021_Udinese,defensive-midfield,Walace_2021
Walace,2022,Udinese,Walace_2022_Udinese,defensive-midfield,Walace_2022
Walace,2023,Udinese,Walace_2023_Udinese,defensive-midfield,Walace_2023
Wataru Endo,2021,Stuttgart,Wataru Endo_2021_Stuttgart,defensive-midfield,Wataru Endo_2021
Wataru Endo,2022,Stuttgart,Wataru Endo_2022_Stuttgart,defensive-midfield,Wataru Endo_2022
Wataru Endo,2023,Stuttgart,Wataru Endo_2023_Stuttgart,defensive-midfield,Wataru Endo_2023
Wilfred Ndidi,2019,Leicester City,Wilfred Ndidi_2019_Leicester City,defensive-midfield,Wilfred Ndidi_2019
Wilfred Ndidi,2020,Leicester City,Wilfred Ndidi_2020_Leicester City,defensive-midfield,Wilfred Ndidi_2020
Wilfred Ndidi,2021,Leicester City,Wilfred Ndidi_2021_Leicester City,defensive-midfield,Wilfred Ndidi_2021
Wilfred Ndidi,2022,Leicester City,Wilfred Ndidi_2022_Leicester City,defensive-midfield,Wilfred Ndidi_2022
Wilfred Ndidi,2023,Leicester City,Wilfred Ndidi_2023_Leicester City,defensive-midfield,Wilfred Ndidi_2023
Yannick Cahuzac,2021,Lens,Yannick Cahuzac_2021_Lens,defensive-midfield,Yannick Cahuzac_2021
Yannick Cahuzac,2022,Lens,Yannick Cahuzac_2022_Lens,defensive-midfield,Yannick Cahuzac_2022
Yannik Keitel,2022,Freiburg,Yannik Keitel_2022_Freiburg,defensive-midfield,Yannik Keitel_2022
Yannik Keitel,2023,Freiburg,Yannik Keitel_2023_Freiburg,defensive-midfield,Yannik Keitel_2023
Yohann Magnin,2022,Clermont Foot,Yohann Magnin_2022_Clermont Foot,defensive-midfield,Yohann Magnin_2022
Yohann Magnin,2023,Clermont Foot,Yohann Magnin_2023_Clermont Foot,defensive-midfield,Yohann Magnin_2023
Fernando Pacheco,2019,Alaves,Fernando Pacheco_2019_Alaves,keepers,Fernando Pacheco_2019
Regis Gurtner,2019,Amiens,Regis Gurtner_2019_Amiens,keepers,Regis Gurtner_2019
Ludovic Butelle,2019,Angers,Ludovic Butelle_2019_Angers,keepers,Ludovic Butelle_2019
Petr Cech,2019,Arsenal,Petr Cech_2019_Arsenal,keepers,Petr Cech_2019
Bernd Leno,2019,Arsenal,Bernd Leno_2019_Arsenal,keepers,Bernd Leno_2019
Etrit Berisha,2019,Atalanta,Etrit Berisha_2019_Atalanta,keepers,Etrit Berisha_2019
Pierluigi Gollini,2019,Atalanta,Pierluigi Gollini_2019_Atalanta,keepers,Pierluigi Gollini_2019
Iago Herrerin,2019,Athletic Club,Iago Herrerin_2019_Athletic Club,keepers,Iago Herrerin_2019
Unai Simon,2019,Athletic Club,Unai Simon_2019_Athletic Club,keepers,Unai Simon_2019
Jan Oblak,2019,Atletico Madrid,Jan Oblak_2019_Atletico Madrid,keepers,Jan Oblak_2019
Gregor Kobel,2019,Augsburg,Gregor Kobel_2019_Augsburg,keepers,Gregor Kobel_2019
Andreas Luthe,2019,Augsburg,Andreas Luthe_2019_Augsburg,keepers,Andreas Luthe_2019
Marc-Andre ter Stegen,2019,Barcelona,Marc-Andre ter Stegen_2019_Barcelona,keepers,Marc-Andre ter Stegen_2019
Manuel Neuer,2019,Bayern Munich,Manuel Neuer_2019_Bayern Munich,keepers,Manuel Neuer_2019
Sven Ulreich,2019,Bayern Munich,Sven Ulreich_2019_Bayern Munich,keepers,Sven Ulreich_2019
Pau Lopez,2019,Betis,Pau Lopez_2019_Betis,keepers,Pau Lopez_2019
Joel Robles,2019,Betis,Joel Robles_2019_Betis,keepers,Joel Robles_2019
Lukasz Skorupski,2019,Bologna,Lukasz Skorupski_2019_Bologna,keepers,Lukasz Skorupski_2019
Benoit Costil,2019,Bordeaux,Benoit Costil_2019_Bordeaux,keepers,Benoit Costil_2019
Asmir Begovic,2019,Bournemouth,Asmir Begovic_2019_Bournemouth,keepers,Asmir Begovic_2019
Artur Boruc,2019,Bournemouth,Artur Boruc_2019_Bournemouth,keepers,Artur Boruc_2019
Mathew Ryan,2019,Brighton,Mathew Ryan_2019_Brighton,keepers,Mathew Ryan_2019
Joe Hart,2019,Burnley,Joe Hart_2019_Burnley,keepers,Joe Hart_2019
Tom Heaton,2019,Burnley,Tom Heaton_2019_Burnley,keepers,Tom Heaton_2019
Brice Samba,2019,Caen,Brice Samba_2019_Caen,keepers,Brice Samba_2019
Alessio Cragno,2019,Cagliari,Alessio Cragno_2019_Cagliari,keepers,Alessio Cragno_2019
Neil Etheridge,2019,Cardiff City,Neil Etheridge_2019_Cardiff City,keepers,Neil Etheridge_2019
Sergio Alvarez,2019,Celta Vigo,Sergio Alvarez_2019_Celta Vigo,keepers,Sergio Alvarez_2019
Ruben Blanco,2019,Celta Vigo,Ruben Blanco_2019_Celta Vigo,keepers,Ruben Blanco_2019
Kepa Arrizabalaga,2019,Chelsea,Kepa Arrizabalaga_2019_Chelsea,keepers,Kepa Arrizabalaga_2019
Adrian Semper,2019,Chievo,Adrian Semper_2019_Chievo,keepers,Adrian Semper_2019
Stefano Sorrentino,2019,Chievo,Stefano Sorrentino_2019_Chievo,keepers,Stefano Sorrentino_2019
Vicente Guaita,2019,Crystal Palace,Vicente Guaita_2019_Crystal Palace,keepers,Vicente Guaita_2019
Wayne Hennessey,2019,Crystal Palace,Wayne Hennessey_2019_Crystal Palace,keepers,Wayne Hennessey_2019
Runar Alex Runarsson,2019,Dijon,Runar Alex Runarsson_2019_Dijon,keepers,Runar Alex Runarsson_2019
Bobby Allain,2019,Dijon,Bobby Allain_2019_Dijon,keepers,Bobby Allain_2019
Roman Burki,2019,Dortmund,Roman Burki_2019_Dortmund,keepers,Roman Burki_2019
Michael Rensing,2019,Dusseldorf,Michael Rensing_2019_Dusseldorf,keepers,Michael Rensing_2019
Marko Dmitrovic,2019,Eibar,Marko Dmitrovic_2019_Eibar,keepers,Marko Dmitrovic_2019
Asier Riesgo,2019,Eibar,Asier Riesgo_2019_Eibar,keepers,Asier Riesgo_2019
Kevin Trapp,2019,Eint Frankfurt,Kevin Trapp_2019_Eint Frankfurt,keepers,Kevin Trapp_2019
Bartlomiej Dragowski,2019,Empoli,Bartlomiej Dragowski_2019_Empoli,keepers,Bartlomiej Dragowski_2019
Ivan Provedel,2019,Empoli,Ivan Provedel_2019_Empoli,keepers,Ivan Provedel_2019
Pietro Terracciano,2019,Empoli,Pietro Terracciano_2019_Empoli,keepers,Pietro Terracciano_2019
Diego Lopez,2019,Espanyol,Diego Lopez_2019_Espanyol,keepers,Diego Lopez_2019
Jordan Pickford,2019,Everton,Jordan Pickford_2019_Everton,keepers,Jordan Pickford_2019
Alban Lafont,2019,Fiorentina,Alban Lafont_2019_Fiorentina,keepers,Alban Lafont_2019
Alexander Schwolow,2019,Freiburg,Alexander Schwolow_2019_Freiburg,keepers,Alexander Schwolow_2019
Marco Sportiello,2019,Frosinone,Marco Sportiello_2019_Frosinone,keepers,Marco Sportiello_2019
Marcus Bettinelli,2019,Fulham,Marcus Bettinelli_2019_Fulham,keepers,Marcus Bettinelli_2019
Sergio Rico,2019,Fulham,Sergio Rico_2019_Fulham,keepers,Sergio Rico_2019
Ionut Radu,2019,Genoa,Ionut Radu_2019_Genoa,keepers,Ionut Radu_2019
David Soria,2019,Getafe,David Soria_2019_Getafe,keepers,David Soria_2019
Yassine Bounou,2019,Girona,Yassine Bounou_2019_Girona,keepers,Yassine Bounou_2019
Gorka Iraizoz,2019,Girona,Gorka Iraizoz_2019_Girona,keepers,Gorka Iraizoz_2019
Marc-Aurele Caillard,2019,Guingamp,Marc-Aurele Caillard_2019_Guingamp,keepers,Marc-Aurele Caillard_2019
Karl-Johan Johnsson,2019,Guingamp,Karl-Johan Johnsson_2019_Guingamp,keepers,Karl-Johan Johnsson_2019
Michael Esser,2019,Hannover 96,Michael Esser_2019_Hannover 96,keepers,Michael Esser_2019
Rune Jarstein,2019,Hertha BSC,Rune Jarstein_2019_Hertha BSC,keepers,Rune Jarstein_2019
Oliver Baumann,2019,Hoffenheim,Oliver Baumann_2019_Hoffenheim,keepers,Oliver Baumann_2019
Ben Hamer,2019,Huddersfield,Ben Hamer_2019_Huddersfield,keepers,Ben Hamer_2019
Jonas Lossl,2019,Huddersfield,Jonas Lossl_2019_Huddersfield,keepers,Jonas Lossl_2019
Aleksandar Jovanovic,2019,Huesca,Aleksandar Jovanovic_2019_Huesca,keepers,Aleksandar Jovanovic_2019
Roberto Santamaria,2019,Huesca,Roberto Santamaria_2019_Huesca,keepers,Roberto Santamaria_2019
Axel Werner,2019,Huesca,Axel Werner_2019_Huesca,keepers,Axel Werner_2019
Samir Handanovic,2019,Inter,Samir Handanovic_2019_Inter,keepers,Samir Handanovic_2019
Mattia Perin,2019,Juventus,Mattia Perin_2019_Juventus,keepers,Mattia Perin_2019
Wojciech Szczesny,2019,Juventus,Wojciech Szczesny_2019_Juventus,keepers,Wojciech Szczesny_2019
Thomas Strakosha,2019,Lazio,Thomas Strakosha_2019_Lazio,keepers,Thomas Strakosha_2019
Ivan Cuellar,2019,Leganes,Ivan Cuellar_2019_Leganes,keepers,Ivan Cuellar_2019
Kasper Schmeichel,2019,Leicester City,Kasper Schmeichel_2019_Leicester City,keepers,Kasper Schmeichel_2019
Aitor Fernandez,2019,Levante,Aitor Fernandez_2019_Levante,keepers,Aitor Fernandez_2019
Oier Olazabal,2019,Levante,Oier Olazabal_2019_Levante,keepers,Oier Olazabal_2019
Lukas Hradecky,2019,Leverkusen,Lukas Hradecky_2019_Leverkusen,keepers,Lukas Hradecky_2019
Mike Maignan,2019,Lille,Mike Maignan_2019_Lille,keepers,Mike Maignan_2019
Alisson,2019,Liverpool,Alisson_2019_Liverpool,keepers,Alisson_2019
Anthony Lopes,2019,Lyon,Anthony Lopes_2019_Lyon,keepers,Anthony Lopes_2019
Yann Sommer,2019,M'Gladbach,Yann Sommer_2019_M'Gladbach,keepers,Yann Sommer_2019
Florian Muller,2019,Mainz 05,Florian Muller_2019_Mainz 05,keepers,Florian Muller_2019
Robin Zentner,2019,Mainz 05,Robin Zentner_2019_Mainz 05,keepers,Robin Zentner_2019
Ederson,2019,Manchester City,Ederson_2019_Manchester City,keepers,Ederson_2019
David de Gea,2019,Manchester Utd,David de Gea_2019_Manchester Utd,keepers,David de Gea_2019
Steve Mandanda,2019,Marseille,Steve Mandanda_2019_Marseille,keepers,Steve Mandanda_2019
Yohann Pele,2019,Marseille,Yohann Pele_2019_Marseille,keepers,Yohann Pele_2019
Gianluigi Donnarumma,2019,Milan,Gianluigi Donnarumma_2019_Milan,keepers,Gianluigi Donnarumma_2019
Diego Benaglio,2019,Monaco,Diego Benaglio_2019_Monaco,keepers,Diego Benaglio_2019
Danijel Subasic,2019,Monaco,Danijel Subasic_2019_Monaco,keepers,Danijel Subasic_2019
Benjamin Lecomte,2019,Montpellier,Benjamin Lecomte_2019_Montpellier,keepers,Benjamin Lecomte_2019
Maxime Dupe,2019,Nantes,Maxime Dupe_2019_Nantes,keepers,Maxime Dupe_2019
Ciprian Tatarusanu,2019,Nantes,Ciprian Tatarusanu_2019_Nantes,keepers,Ciprian Tatarusanu_2019
Orestis Karnezis,2019,Napoli,Orestis Karnezis_2019_Napoli,keepers,Orestis Karnezis_2019
Alex Meret,2019,Napoli,Alex Meret_2019_Napoli,keepers,Alex Meret_2019
David Ospina,2019,Napoli,David Ospina_2019_Napoli,keepers,David Ospina_2019
Martin Dubravka,2019,Newcastle Utd,Martin Dubravka_2019_Newcastle Utd,keepers,Martin Dubravka_2019
Walter Benitez,2019,Nice,Walter Benitez_2019_Nice,keepers,Walter Benitez_2019
Paul Bernardoni,2019,Nimes,Paul Bernardoni_2019_Nimes,keepers,Paul Bernardoni_2019
Fabian Bredlow,2019,Nurnberg,Fabian Bredlow_2019_Nurnberg,keepers,Fabian Bredlow_2019
Christian Mathenia,2019,Nurnberg,Christian Mathenia_2019_Nurnberg,keepers,Christian Mathenia_2019
Alphonse Areola,2019,Paris S-G,Alphonse Areola_2019_Paris S-G,keepers,Alphonse Areola_2019
Gianluigi Buffon,2019,Paris S-G,Gianluigi Buffon_2019_Paris S-G,keepers,Gianluigi Buffon_2019
Luigi Sepe,2019,Parma,Luigi Sepe_2019_Parma,keepers,Luigi Sepe_2019
Peter Gulacsi,2019,RB Leipzig,Peter Gulacsi_2019_RB Leipzig,keepers,Peter Gulacsi_2019
Stole Dimitrievski,2019,Rayo Vallecano,Stole Dimitrievski_2019_Rayo Vallecano,keepers,Stole Dimitrievski_2019
Alberto Garcia,2019,Rayo Vallecano,Alberto Garcia_2019_Rayo Vallecano,keepers,Alberto Garcia_2019
Thibaut Courtois,2019,Real Madrid,Thibaut Courtois_2019_Real Madrid,keepers,Thibaut Courtois_2019
Keylor Navas,2019,Real Madrid,Keylor Navas_2019_Real Madrid,keepers,Keylor Navas_2019
Miguel Angel Moya,2019,Real Sociedad,Miguel Angel Moya_2019_Real Sociedad,keepers,Miguel Angel Moya_2019
Geronimo Rulli,2019,Real Sociedad,Geronimo Rulli_2019_Real Sociedad,keepers,Geronimo Rulli_2019
Edouard Mendy,2019,Reims,Edouard Mendy_2019_Reims,keepers,Edouard Mendy_2019
Abdoulaye Diallo,2019,Rennes,Abdoulaye Diallo_2019_Rennes,keepers,Abdoulaye Diallo_2019
Tomas Koubek,2019,Rennes,Tomas Koubek_2019_Rennes,keepers,Tomas Koubek_2019
Antonio Mirante,2019,Roma,Antonio Mirante_2019_Roma,keepers,Antonio Mirante_2019
Robin Olsen,2019,Roma,Robin Olsen_2019_Roma,keepers,Robin Olsen_2019
Alfred Gomis,2019,SPAL,Alfred Gomis_2019_SPAL,keepers,Alfred Gomis_2019
Emiliano Viviano,2019,SPAL,Emiliano Viviano_2019_SPAL,keepers,Emiliano Viviano_2019
Stephane Ruffier,2019,Saint-Etienne,Stephane Ruffier_2019_Saint-Etienne,keepers,Stephane Ruffier_2019
Emil Audero,2019,Sampdoria,Emil Audero_2019_Sampdoria,keepers,Emil Audero_2019
Andrea Consigli,2019,Sassuolo,Andrea Consigli_2019_Sassuolo,keepers,Andrea Consigli_2019
Ralf Fahrmann,2019,Schalke 04,Ralf Fahrmann_2019_Schalke 04,keepers,Ralf Fahrmann_2019
Alexander Nubel,2019,Schalke 04,Alexander Nubel_2019_Schalke 04,keepers,Alexander Nubel_2019
Tomas Vaclik,2019,Sevilla,Tomas Vaclik_2019_Sevilla,keepers,Tomas Vaclik_2019
Angus Gunn,2019,Southampton,Angus Gunn_2019_Southampton,keepers,Angus Gunn_2019
Alex McCarthy,2019,Southampton,Alex McCarthy_2019_Southampton,keepers,Alex McCarthy_2019
Matz Sels,2019,Strasbourg,Matz Sels_2019_Strasbourg,keepers,Matz Sels_2019
Ron-Robert Zieler,2019,Stuttgart,Ron-Robert Zieler_2019_Stuttgart,keepers,Ron-Robert Zieler_2019
